CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.68914413, 0.9924333333333333, 0.699729, 0.9998666666666667
0.7579509, 0.9658166666666667, 0.73006153, 0.9948
0.7058915, 0.9787666666666667, 0.6922565, 0.9995166666666667
0.69237566, 0.98365, 0.7161684, 0.9973333333333333
0.7520236, 0.9638, 0.68125963, 0.9998166666666667
0.72339505, 0.9825166666666667, 0.6898892, 0.9995333333333334
0.75535506, 0.9631166666666666, 0.74946594, 0.9849333333333333
0.674643, 0.99345, 0.69661665, 0.9994666666666666
0.7027754, 0.98925, 0.6759722, 0.9993333333333333
0.7064494, 0.9828833333333333, 0.70017004, 0.9990333333333333
