CVNN loss, RVNN loss
0.2500441, 0.25002232
0.083012104, 0.25000182
0.2038821, 0.25002256
0.2499974, 0.25000712
0.24786109, 0.25000194
0.25005728, 0.24999827
0.21841975, 0.25000182
0.23070091, 0.25001925
0.24982807, 0.25001237
0.25002322, 0.25002494
0.24999869, 0.25000334
0.250001, 0.2500042
0.25000125, 0.25000277
0.19190963, 0.25003296
0.15408613, 0.24999996
0.23791115, 0.25003627
0.23261252, 0.24999902
0.18692046, 0.25003412
0.24215645, 0.2500233
0.25000656, 0.2500085
0.25000513, 0.24999888
0.24784233, 0.2500029
0.2500135, 0.25000733
0.23655325, 0.24999617
0.25001356, 0.25000778
0.17572539, 0.24999963
0.22814043, 0.25000897
0.100463256, 0.25000206
0.16253528, 0.25001112
0.20338781, 0.25000015
0.25000504, 0.25000098
0.20335735, 0.24999988
0.17127988, 0.25000107
0.25000614, 0.2499998
0.25000036, 0.25000304
0.21875381, 0.2500052
0.25000316, 0.25000262
0.2415728, 0.2499982
0.18064456, 0.2500279
0.2500283, 0.24997951
0.24852785, 0.25006646
0.1471789, 0.24999869
0.22415088, 0.25000513
0.18895961, 0.2500041
0.25000337, 0.25000086
0.24637422, 0.25000015
0.24998027, 0.25
0.2364294, 0.25003684
0.24998474, 0.25000635
0.23819092, 0.2499997
0.25000045, 0.24999976
0.23955938, 0.25000986
0.25000528, 0.25006533
0.2500191, 0.25003415
0.25000343, 0.25000128
0.23260002, 0.2499995
0.22117268, 0.25004238
0.18050587, 0.25002205
0.19111024, 0.24998967
0.24999341, 0.24998672
0.11957596, 0.25002044
0.14100312, 0.25000137
0.25000057, 0.2500024
0.24670376, 0.25000498
0.17516975, 0.25000063
0.2300958, 0.25000885
0.15450469, 0.2500237
0.24999751, 0.2500106
0.14569563, 0.25000006
0.2500022, 0.25001395
0.20732343, 0.24999923
0.24333018, 0.25000644
0.09960603, 0.25001368
0.09145746, 0.24999747
0.24729098, 0.24999984
0.24999976, 0.2500183
0.24287403, 0.2500199
0.23353958, 0.25000536
0.24999931, 0.25000006
0.25000182, 0.25000048
0.22911367, 0.2500025
0.229823, 0.24999343
0.21074682, 0.25002018
0.25000763, 0.2500081
0.1479447, 0.2500013
0.25000983, 0.25000536
0.21829595, 0.24999678
0.23800778, 0.2500145
0.13385314, 0.24998923
0.2500107, 0.25000694
0.1780181, 0.25000888
0.2500052, 0.2500063
0.22190498, 0.25000146
0.24317715, 0.24999996
0.25000098, 0.2499999
0.22858389, 0.2500353
0.20630912, 0.25000665
0.101908475, 0.25000575
0.16704595, 0.2500083
0.2500036, 0.24999844
0.19998716, 0.24999897
0.24417798, 0.24999936
0.2500106, 0.25000414
0.24951267, 0.2500302
0.2310762, 0.24999365
0.23658267, 0.24999985
0.2463648, 0.250011
0.25000283, 0.25002715
0.25000912, 0.25000304
0.080843344, 0.2500143
0.25003302, 0.24999836
0.23649088, 0.24999861
0.06414219, 0.25000453
0.25000048, 0.25000584
0.24999802, 0.2500053
0.15910487, 0.24999908
0.2500003, 0.249998
0.24479347, 0.2500072
0.25000888, 0.2500277
0.2499523, 0.24999307
0.1783061, 0.25000393
0.24944296, 0.24999996
0.15263662, 0.25000367
0.25000942, 0.25000504
0.053515453, 0.24999648
0.2379832, 0.25000024
0.12452501, 0.25002426
0.24952863, 0.25002834
0.10853334, 0.24999958
0.24999458, 0.24999624
0.2312588, 0.24999808
0.17584795, 0.250013
0.25001132, 0.25001147
0.25000647, 0.25000116
0.16148323, 0.24998394
0.2499953, 0.25004655
0.24999666, 0.24999861
0.2307729, 0.2500114
0.19592044, 0.2500634
0.15480079, 0.25000063
0.113704465, 0.25000116
0.2500129, 0.2500126
0.24999166, 0.250009
0.13840814, 0.24999464
0.25000238, 0.2500039
0.25002655, 0.25000945
0.25000304, 0.24999449
0.24999946, 0.25001293
0.14474984, 0.24999985
0.13987404, 0.25000596
0.24742949, 0.24999917
0.24767397, 0.2500004
0.23235801, 0.24999726
0.2500037, 0.2500002
0.08988094, 0.25002617
0.2500014, 0.24999966
0.17401011, 0.25000274
0.24968871, 0.2500045
0.1748925, 0.25000423
0.2500091, 0.25000006
0.24999993, 0.25000626
0.2498897, 0.24999824
0.12139302, 0.24999881
0.111690335, 0.2500002
0.21459185, 0.25007164
0.25004515, 0.25002423
0.24278821, 0.25000015
0.25027716, 0.25000507
0.2500022, 0.249998
0.24716562, 0.24999595
0.23761167, 0.24999805
0.24083051, 0.25
0.25000638, 0.250023
0.18855067, 0.24999908
0.23841868, 0.25002125
0.25003284, 0.2500001
0.13145119, 0.2500256
0.24999079, 0.2500117
0.2500098, 0.25003302
0.12606537, 0.2500189
0.23158544, 0.25001505
0.22483477, 0.25001177
0.20155351, 0.2500375
0.21053717, 0.25004786
0.25000003, 0.2500072
0.07440524, 0.25000244
0.21699345, 0.24999319
0.15781648, 0.25000435
0.25000352, 0.25000995
0.25000417, 0.24999988
0.23820744, 0.25000224
0.2499941, 0.2500284
0.21600859, 0.2500124
0.22248277, 0.24999873
0.24999404, 0.25000373
0.15663542, 0.25000003
0.11327922, 0.25000143
0.12619412, 0.24999961
0.22395639, 0.25001183
0.2487977, 0.2500052
0.07419205, 0.2500147
0.25005907, 0.24999969
0.25000152, 0.2500101
0.24980672, 0.24999873
0.23012154, 0.25003707
0.24900205, 0.25000182
0.15923059, 0.24999961
0.25000843, 0.24999976
0.23478633, 0.24999855
0.06613036, 0.25000885
0.24998757, 0.2499936
0.25000522, 0.25001764
0.2500159, 0.25002158
0.09470762, 0.25002837
0.25003427, 0.2500082
0.2499998, 0.2500219
0.17390878, 0.2500083
0.052027326, 0.25000077
0.2500033, 0.250011
0.24956445, 0.24999942
0.23967955, 0.25001895
0.21194962, 0.25001776
0.23297495, 0.25000024
0.1577693, 0.2500106
0.2500149, 0.25002638
0.24999858, 0.25000164
0.24514805, 0.25000334
0.25000036, 0.25000086
0.25001127, 0.25000197
0.22570701, 0.24998336
0.22109164, 0.25005808
0.25000226, 0.2500036
0.2500107, 0.24999653
0.20625937, 0.2500277
0.13691035, 0.24999687
0.24798496, 0.25000033
0.24438274, 0.25000066
0.24700193, 0.24999984
0.20729956, 0.2499998
0.24999388, 0.24999693
0.24552485, 0.25000012
0.23633096, 0.24999851
0.2500016, 0.25000206
0.19730131, 0.25001445
0.24576558, 0.24999584
0.23090185, 0.2500006
0.24963643, 0.24999043
0.24691238, 0.25000554
0.22449414, 0.25001177
0.24935836, 0.2499953
0.20693487, 0.2500004
0.25000697, 0.25000304
0.25004557, 0.25000343
0.16991499, 0.24999966
0.18420514, 0.25000036
0.2500121, 0.25000253
0.2499982, 0.25000718
0.1954404, 0.25000027
0.23921816, 0.2500022
0.17740545, 0.25001088
0.24568483, 0.2500003
0.24999996, 0.25000077
0.1818761, 0.25000504
0.25000763, 0.24999908
0.23709346, 0.2500198
0.23003052, 0.2500208
0.14197433, 0.25000283
0.25001237, 0.25000045
0.19739763, 0.2500191
0.25002998, 0.25003234
0.24772534, 0.24999526
0.24999626, 0.2499998
0.22704771, 0.25002846
0.25000235, 0.25000796
0.25001317, 0.24999551
0.24999668, 0.2500071
0.057885315, 0.25000113
0.2500081, 0.24999993
0.24316463, 0.24999805
0.24999951, 0.25000024
0.24449697, 0.2500399
0.2500074, 0.25000668
0.2500022, 0.250001
0.25000134, 0.24999996
0.15692376, 0.2500006
0.24752973, 0.24999976
0.20005108, 0.2500026
0.23558702, 0.2499935
0.25002927, 0.250012
0.24323998, 0.25000024
0.2500006, 0.25000045
0.21088804, 0.25001124
0.25000072, 0.2500094
0.24999397, 0.24999917
0.24745966, 0.24999966
0.23940827, 0.25001225
0.06952889, 0.25001535
0.2474013, 0.249998
0.2479665, 0.25002256
0.2500137, 0.25001934
0.24992822, 0.2500375
0.23741731, 0.25000352
0.22627263, 0.24999836
0.2331774, 0.250004
0.2468719, 0.25002822
0.24297124, 0.25002107
0.2500328, 0.24999954
0.24999584, 0.249995
0.190263, 0.2500002
0.2403772, 0.25000006
0.09850524, 0.24999996
0.24808837, 0.25000238
0.21789248, 0.25000548
0.25001007, 0.25000513
0.25000352, 0.25000137
0.24998982, 0.25002465
0.15187362, 0.2500046
0.24999453, 0.24999736
0.2499999, 0.2500104
0.24127159, 0.24999434
0.25001192, 0.25001904
0.24239083, 0.25000465
0.25000614, 0.2499999
0.16106626, 0.2500055
0.25000718, 0.25003216
0.24267705, 0.25
0.25000116, 0.25000006
0.16968928, 0.25001404
0.21595126, 0.25003052
0.17246425, 0.2500019
0.22211045, 0.25002134
0.15222482, 0.25000143
0.24975635, 0.25001654
0.25000003, 0.2500188
0.23483185, 0.25004643
0.23644663, 0.2500091
0.25003365, 0.2499999
0.23414655, 0.25000113
0.24301097, 0.25004926
0.19259006, 0.2500228
0.24999511, 0.25000608
0.25002518, 0.24999599
0.2500091, 0.2500021
0.21109548, 0.25001636
0.10025954, 0.25000075
0.25000012, 0.2500061
0.24283051, 0.2500004
0.25005952, 0.25000533
0.19963104, 0.25000244
0.17392269, 0.24999659
0.15199354, 0.25007895
0.24679887, 0.24999644
0.24959527, 0.2500137
0.115380734, 0.25000024
0.24995713, 0.25000298
0.07629312, 0.2500125
0.25000787, 0.24999897
0.055149414, 0.24999997
0.15626091, 0.24999672
0.2500128, 0.2500151
0.19657367, 0.24999747
0.24873547, 0.25001654
0.25002217, 0.25000048
0.23268506, 0.24999316
0.08967843, 0.2500202
0.047534775, 0.25000483
0.08904568, 0.25005606
0.25000575, 0.25000075
0.07086744, 0.25000077
0.2500279, 0.2500038
0.15431191, 0.24999985
0.24977571, 0.25000083
0.25000036, 0.25000054
0.2066666, 0.2500108
0.25001478, 0.24999605
0.25000593, 0.25001717
0.17995875, 0.2499947
0.24999927, 0.24999726
0.24184401, 0.25000104
0.24999717, 0.25000384
0.08403506, 0.25000384
0.16078664, 0.25002423
0.22021197, 0.25001308
0.19448204, 0.2500015
0.11712176, 0.25001943
0.25005, 0.25002924
0.25000396, 0.24999766
0.0797659, 0.24999858
0.23968807, 0.24999931
0.25003085, 0.25000262
0.213899, 0.25000063
0.21472515, 0.24999996
0.25005865, 0.25000817
0.24994668, 0.24999449
0.118562795, 0.25000566
0.16345891, 0.2499897
0.24999931, 0.25000322
0.24999854, 0.2500058
0.2448878, 0.25000298
0.16982146, 0.25003907
0.13310108, 0.2500176
0.17283764, 0.25000784
0.18201032, 0.25001636
0.25000137, 0.2499938
0.23760684, 0.25000736
0.25000754, 0.25004396
0.20039317, 0.2500126
0.15333645, 0.25000146
0.25000817, 0.2500048
0.21907736, 0.24999644
0.13994505, 0.25000402
0.17960508, 0.24999931
0.22718804, 0.24999578
0.2464185, 0.24999633
0.24921411, 0.24999931
0.2431197, 0.25002128
0.24600136, 0.24999492
0.24417461, 0.2500601
0.25000966, 0.24999785
0.17587051, 0.25010052
0.24639754, 0.24999827
0.17480287, 0.25000072
0.23854062, 0.25000948
0.25001183, 0.25000215
0.10476153, 0.25002342
0.19316223, 0.2499995
0.24999572, 0.25001636
0.23736753, 0.25001264
0.23813723, 0.25000438
0.22302839, 0.25000373
0.12636924, 0.24999934
0.2417746, 0.24999714
0.2465086, 0.25000182
0.2407708, 0.25000384
0.25000513, 0.25001514
0.13051926, 0.24999827
0.24999917, 0.2500217
0.25001287, 0.24999996
0.0555867, 0.25000158
0.15997697, 0.2500047
0.25000128, 0.250001
0.25000167, 0.24999909
0.24645548, 0.25001967
0.2500125, 0.25001663
0.1908777, 0.24999847
0.17733346, 0.24999113
0.25000498, 0.25001928
0.23473652, 0.24999897
0.18370107, 0.25000408
0.17392613, 0.2500629
0.25000212, 0.24999997
0.24960385, 0.24999923
0.056246098, 0.25000685
0.2500019, 0.25000763
0.24997786, 0.25002092
0.24845801, 0.2500002
0.20585391, 0.24999931
0.16561878, 0.25000483
0.11970768, 0.25000757
0.14972089, 0.24999273
0.111513294, 0.25004992
0.23711906, 0.24999917
0.07896064, 0.2500315
0.22794542, 0.25001064
0.1311164, 0.25001347
0.21931103, 0.25002205
0.2500306, 0.25003135
0.2500022, 0.2500021
0.2499976, 0.24999736
0.21779267, 0.25001758
0.21582636, 0.25000948
0.25000384, 0.25000423
0.24999854, 0.25005028
0.23172583, 0.25000116
0.13113908, 0.25002736
0.24912788, 0.2500026
0.2445595, 0.25000316
0.24725407, 0.25002968
0.25000033, 0.2499989
0.22846824, 0.24999905
0.2500076, 0.25002536
0.21934345, 0.2500017
0.24359585, 0.25000587
0.23940252, 0.25001317
0.25000075, 0.2500033
0.2500119, 0.25001007
0.18939759, 0.25004998
0.24680752, 0.24999905
0.07338493, 0.25002342
0.25001085, 0.25000042
0.23060772, 0.25000453
0.25004342, 0.24999893
0.24581191, 0.2500004
0.20123668, 0.25001225
0.25000188, 0.25002092
0.13545217, 0.25002316
0.24311504, 0.25000376
0.08844544, 0.24999954
0.2500101, 0.2500034
0.2500017, 0.24999726
0.23865005, 0.25000843
0.25000444, 0.25000748
0.21972173, 0.25000095
0.14640449, 0.25000674
0.2498177, 0.25000912
0.24999605, 0.25000063
0.23995803, 0.24999546
0.208384, 0.25000137
0.16560203, 0.25000024
0.25001982, 0.2500044
0.24999705, 0.24999619
0.25004524, 0.25000697
0.2453108, 0.25000033
0.25000238, 0.25000292
0.059446003, 0.250001
0.25000274, 0.25000355
0.14758864, 0.25000143
0.23171921, 0.2500164
0.2500331, 0.24999672
0.13942878, 0.25000367
0.25000572, 0.2500127
0.1537353, 0.25002423
0.25001308, 0.2500008
0.24999897, 0.25001016
0.24431814, 0.24999961
0.12786348, 0.24999928
0.1448082, 0.25000158
0.24999785, 0.25000864
0.20297632, 0.24999546
0.09717082, 0.24999934
0.19796956, 0.250001
0.25001973, 0.24999869
0.24296796, 0.25000322
0.24830884, 0.25000367
0.24748158, 0.25000298
0.24266928, 0.25000918
0.2500001, 0.2500118
0.21759851, 0.24999882
0.11588819, 0.24999766
0.2276625, 0.2500082
0.2499958, 0.24999438
0.25000408, 0.24999113
0.24999404, 0.24999766
0.23936465, 0.2500334
0.07703091, 0.25000077
0.1107268, 0.24999996
0.06485244, 0.24999985
0.18656766, 0.25000873
0.22145864, 0.24999878
0.07742454, 0.25000244
0.24842097, 0.25000352
0.10530245, 0.25000006
0.1795303, 0.25001788
0.045968357, 0.250014
0.09983891, 0.25003722
0.24346855, 0.25000978
0.25001195, 0.2499997
0.24654654, 0.24999277
0.05846128, 0.25001264
0.17254438, 0.25001353
0.24999395, 0.24999434
0.24748203, 0.25000796
0.25000358, 0.25000054
0.14636303, 0.25003165
0.23501931, 0.24999976
0.25000006, 0.2500084
0.2500118, 0.2500001
0.24266504, 0.2500005
0.2499998, 0.2500033
0.25000426, 0.25000003
0.24377131, 0.25000122
0.23117527, 0.25001097
0.15118359, 0.2500245
0.24999464, 0.2500175
0.07130214, 0.25001943
0.16091938, 0.25001225
0.25001025, 0.25000566
0.24940728, 0.2500104
0.24999793, 0.25011665
0.23625772, 0.2500169
0.1816545, 0.25002295
0.2499872, 0.25000826
0.2499936, 0.25000182
0.05603965, 0.25000346
0.25000343, 0.2500083
0.2500071, 0.25001466
0.2396503, 0.2500247
0.22650541, 0.25000867
0.2500276, 0.25000304
0.22193733, 0.24999897
0.23596635, 0.25001195
0.24999858, 0.25003773
0.25002295, 0.25000873
0.24977325, 0.2500022
0.25000277, 0.25001523
0.24310777, 0.25002486
0.24669962, 0.25000787
0.2451383, 0.2499982
0.2500065, 0.2500023
0.2500082, 0.25002137
0.25000888, 0.25007486
0.052192383, 0.25003275
0.12087477, 0.2500094
0.25002617, 0.25000766
0.2500008, 0.24999963
0.22339551, 0.24999943
0.058746617, 0.2500333
0.2202919, 0.2500169
0.24999395, 0.24999751
0.25007847, 0.24999239
0.21989048, 0.24998823
0.24129361, 0.24999963
0.25001127, 0.24999993
0.25000352, 0.24999976
0.24285655, 0.2500136
0.2454563, 0.25001186
0.22520776, 0.2500176
0.24999939, 0.25001323
0.25000426, 0.24999839
0.21974565, 0.2500109
0.25001204, 0.25001207
0.19080742, 0.2499977
0.24916069, 0.24999927
0.24998984, 0.24999909
0.22789648, 0.24999985
0.13963011, 0.24998902
0.2500056, 0.24999619
0.2499436, 0.24998933
0.2390562, 0.25000054
0.1906877, 0.25000665
0.18069291, 0.2499884
0.24927832, 0.2500055
0.24954854, 0.25000262
0.24999544, 0.24999996
0.2500137, 0.25000277
0.18949576, 0.24999882
0.23929451, 0.25001007
0.2276232, 0.2500062
0.23692372, 0.25001857
0.19811557, 0.24999763
0.2348174, 0.24999854
0.24516651, 0.25002304
0.23170464, 0.24999829
0.06626208, 0.24999963
0.25000376, 0.2500084
0.20784722, 0.25000322
0.20871252, 0.25004542
0.25000477, 0.25001878
0.22434346, 0.24999551
0.24928206, 0.25000033
0.24573557, 0.2500102
0.24314809, 0.2500085
0.20984243, 0.25001627
0.23851418, 0.25000274
0.083876096, 0.2500402
0.2465955, 0.25001135
0.1686145, 0.2500026
0.14662813, 0.250031
0.24998853, 0.2500153
0.25000283, 0.25000176
0.25001425, 0.2500291
0.25000778, 0.24999496
0.22907011, 0.25001445
0.24128345, 0.24999881
0.16700296, 0.25000405
0.24998875, 0.25000763
0.10134397, 0.2500016
0.2414402, 0.24999101
0.1385403, 0.24999014
0.25000143, 0.24999659
0.25000262, 0.25000703
0.25000602, 0.25001118
0.2500066, 0.2500068
0.059255727, 0.25000337
0.17482936, 0.2500159
0.24023865, 0.25000077
0.19884825, 0.25007036
0.24982397, 0.25000346
0.25001597, 0.25001132
0.13913167, 0.25000572
0.23257232, 0.25000185
0.24999936, 0.24999502
0.05547041, 0.24999943
0.25232628, 0.25000918
0.25001, 0.25007427
0.24986333, 0.24999465
0.2249315, 0.2500026
0.250013, 0.25000015
0.24999529, 0.25002775
0.11406194, 0.25006965
0.24982482, 0.25000408
0.14762267, 0.25001094
0.2318958, 0.2500423
0.2499904, 0.2499974
0.25000873, 0.24999923
