CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.59937567, 0.9473333333333334, 0.56135154, 0.9981
0.6010253, 0.9703, 0.5732865, 0.98865
0.60805845, 0.9612, 0.5819577, 0.9962
0.6044494, 0.9722, 0.5901945, 0.9908666666666667
0.6015707, 0.95475, 0.5851882, 0.9879333333333333
0.5972035, 0.9727166666666667, 0.61094964, 0.9895333333333334
0.59693956, 0.9812333333333333, 0.5823788, 0.9947166666666667
0.59577215, 0.98515, 0.59698975, 0.9880166666666667
0.5946662, 0.9754833333333334, 0.5685268, 0.9926166666666667
0.62359387, 0.9463166666666667, 0.5999663, 0.9831333333333333
