CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.525305, 0.6573666666666667, 0.5267811, 0.6758666666666666
0.52755266, 0.6645166666666666, 0.52528673, 0.6589166666666667
0.52690005, 0.6686333333333333, 0.51743317, 0.6733666666666667
0.5191685, 0.6610666666666667, 0.5279966, 0.6543666666666667
0.52556056, 0.6669, 0.5323368, 0.65305
0.51941353, 0.6672833333333333, 0.5331065, 0.6653833333333333
0.51630694, 0.6722666666666667, 0.5279577, 0.6730333333333334
0.51956433, 0.6695833333333333, 0.51714724, 0.6806166666666666
0.52455306, 0.65935, 0.52215487, 0.67965
0.52172565, 0.6556833333333333, 0.5282746, 0.6565333333333333
