CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.89414287, 0.8206333333333333, 0.87123007, 0.7904333333333333
0.8783614, 0.7990833333333334, 0.9118671, 0.7565666666666667
0.8627453, 0.8304166666666667, 0.84416634, 0.7931
0.8401719, 0.7808833333333334, 0.85682184, 0.84415
0.85544676, 0.7813166666666667, 0.86257213, 0.8037
0.80052006, 0.8284, 0.885635, 0.79465
0.84795815, 0.8210333333333333, 0.8733073, 0.85865
0.8634407, 0.8151666666666667, 0.8723527, 0.7969
0.83600533, 0.8173166666666667, 0.87357396, 0.8401333333333333
0.86983234, 0.8037166666666666, 0.88293296, 0.8074833333333333
