CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.5479838, 0.9069833333333334, 0.54345214, 0.97875
0.5418819, 0.9336666666666666, 0.536126, 0.98125
0.5488846, 0.9393833333333333, 0.55456066, 0.9707333333333333
0.53731316, 0.90615, 0.53516346, 0.98015
0.5534517, 0.8671166666666666, 0.5455184, 0.9765833333333334
0.5563691, 0.9373, 0.54406655, 0.9936833333333334
0.54630923, 0.9701333333333333, 0.5631492, 0.96405
0.55544984, 0.9355833333333333, 0.5196223, 0.9910666666666667
0.54702544, 0.9557, 0.5515593, 0.96555
0.51803356, 0.9877833333333333, 0.5587723, 0.9781333333333333
