CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.6720387, 0.9998166666666667, 0.7162601, 0.99995
0.6463388, 0.9997333333333334, 0.6749976, 1.0
0.6908757, 0.9902166666666666, 0.7001702, 0.9999666666666667
0.6623182, 0.9999166666666667, 0.6982819, 0.99995
0.689415, 0.9908833333333333, 0.65950865, 1.0
0.6587653, 0.9998, 0.7190849, 0.9985
0.64465976, 0.9999666666666667, 0.6870439, 0.9999666666666667
0.714815, 0.9937666666666667, 0.6802057, 0.9999833333333333
0.7022919, 0.99605, 0.687831, 0.9999
0.65998816, 0.9993, 0.721055, 0.9998333333333334
