CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.87206465, 0.8125666666666667, 0.8996685, 0.8397166666666667
0.8753537, 0.8027666666666666, 0.8978673, 0.8128333333333333
0.85604376, 0.8478833333333333, 0.90183944, 0.83145
0.85642815, 0.8036666666666666, 0.9142926, 0.8222833333333334
0.8764909, 0.8348666666666666, 0.8793871, 0.84245
0.8786245, 0.797, 0.90166485, 0.7972166666666667
0.8746203, 0.8229666666666666, 0.89402676, 0.8213
0.8797929, 0.82025, 0.8789354, 0.8550166666666666
0.89442587, 0.8184, 0.9226674, 0.8066833333333333
0.89713705, 0.7959666666666667, 0.92144126, 0.7871833333333333
