CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.82641876, 0.7594833333333333, 0.8424889, 0.6890666666666667
0.8244233, 0.77815, 0.7774708, 0.7947833333333333
0.86244714, 0.7512833333333333, 0.8578651, 0.7477333333333334
0.8153005, 0.7711833333333333, 0.8490656, 0.7626166666666667
0.7976245, 0.7493, 0.8370529, 0.7133
0.8347624, 0.7596, 0.8008642, 0.7650166666666667
0.78391695, 0.7417, 0.80500627, 0.7921
0.85375726, 0.7513666666666666, 0.8300415, 0.7767
0.85876966, 0.7654833333333333, 0.7933227, 0.7243166666666667
0.84812576, 0.7509833333333333, 0.82409555, 0.75045
