CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.55910844, 0.8352, 0.5757427, 0.7637166666666667
0.5396311, 0.9002, 0.5653402, 0.7268666666666667
0.546489, 0.7978666666666666, 0.5762429, 0.6935333333333333
0.5595635, 0.8871333333333333, 0.5828138, 0.8305166666666667
0.5793999, 0.67855, 0.56294775, 0.7657333333333334
0.55421305, 0.6951166666666667, 0.55916226, 0.8996
0.5536835, 0.9259333333333334, 0.5575897, 0.8213833333333334
0.5510706, 0.83615, 0.5694326, 0.8578
0.5616752, 0.8767333333333334, 0.5642017, 0.7557166666666667
0.5678465, 0.80745, 0.5693301, 0.7293333333333333
