CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.8597979, 0.6463, 0.8599824, 0.6863833333333333
0.8622919, 0.6488, 0.9045775, 0.6873833333333333
0.88946575, 0.6781166666666667, 0.87259674, 0.68095
0.8588867, 0.6771166666666667, 0.88339967, 0.69425
0.8396618, 0.6574, 0.87594104, 0.69405
0.7913574, 0.6911333333333334, 0.8558814, 0.6887833333333333
0.8691174, 0.6627, 0.9051402, 0.6749833333333334
0.8655117, 0.67755, 0.89281017, 0.6764833333333333
0.8615991, 0.6430166666666667, 0.8591896, 0.6424333333333333
0.82591105, 0.69125, 0.8817345, 0.6524
