CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.8731622, 0.76005, 0.9044678, 0.72955
0.8756881, 0.7646833333333334, 0.85900396, 0.7351666666666666
0.9036807, 0.6963166666666667, 0.90795195, 0.6993166666666667
0.85328037, 0.7447666666666667, 0.8982574, 0.7068166666666666
0.88581574, 0.75325, 0.90216786, 0.57625
0.88918865, 0.7515666666666667, 0.89763594, 0.6778
0.9089301, 0.6965166666666667, 0.9655699, 0.7369833333333333
0.91206545, 0.7486666666666667, 0.92206407, 0.7358
0.8877513, 0.7454833333333334, 0.92008936, 0.74615
0.8698259, 0.7314666666666667, 0.93037945, 0.5725333333333333
