CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.59491235, 0.9379166666666666, 0.5949233, 0.9771333333333333
0.57323253, 0.9539666666666666, 0.5941973, 0.9738666666666667
0.5720793, 0.94655, 0.6224978, 0.9161
0.5862025, 0.9166166666666666, 0.6178253, 0.9459833333333333
0.5805829, 0.9245833333333333, 0.59455013, 0.9715666666666667
0.5728779, 0.95925, 0.5837129, 0.9826833333333334
0.5836991, 0.9185, 0.61691314, 0.9125833333333333
0.57945323, 0.94165, 0.58870924, 0.9613666666666667
0.5497499, 0.9587166666666667, 0.62905926, 0.9014333333333333
0.57998526, 0.9476, 0.6035387, 0.9506833333333333
