CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.75622994, 0.9134833333333333, 0.77458453, 0.9326
0.7911862, 0.8678666666666667, 0.83783156, 0.85405
0.81221086, 0.8670666666666667, 0.82373565, 0.8839833333333333
0.8174249, 0.8535333333333334, 0.76641536, 0.9486833333333333
0.77792275, 0.9031, 0.8066216, 0.8724
0.7488897, 0.9191666666666667, 0.79957134, 0.9142666666666667
0.7524156, 0.92655, 0.8529358, 0.86755
0.83551574, 0.8493333333333334, 0.7746334, 0.9189333333333334
0.75605965, 0.9206, 0.82020634, 0.8597333333333333
0.7770363, 0.8846333333333334, 0.84288937, 0.8616166666666667
