CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.8458892, 0.6669666666666667, 0.8570797, 0.6673333333333333
0.8354502, 0.6673333333333333, 0.86434245, 0.6673333333333333
0.86441743, 0.6701333333333334, 0.8805567, 0.6673333333333333
0.82621753, 0.6669666666666667, 0.8489602, 0.6673333333333333
0.82086104, 0.6525666666666666, 0.8794895, 0.6673333333333333
0.85109663, 0.66475, 0.8649583, 0.6669666666666667
0.867931, 0.6335666666666666, 0.8486031, 0.7023833333333334
0.8696016, 0.667, 0.87764895, 0.6669666666666667
0.85549515, 0.6785666666666667, 0.86761636, 0.6669666666666667
0.81630534, 0.65965, 0.8515164, 0.6673333333333333
