CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.75664324, 0.7556333333333334, 0.7728767, 0.7807666666666667
0.7949617, 0.7722166666666667, 0.7626589, 0.8068333333333333
0.74689156, 0.7489833333333333, 0.80468696, 0.7261666666666666
0.71499693, 0.78955, 0.7567415, 0.7652833333333333
0.700484, 0.7929166666666667, 0.7352224, 0.75965
0.7280779, 0.81445, 0.744137, 0.75775
0.7450687, 0.7833, 0.770733, 0.72825
0.7189556, 0.79845, 0.780459, 0.7388166666666667
0.71476614, 0.80575, 0.7871096, 0.7380833333333333
0.75205755, 0.7984333333333333, 0.7438289, 0.76315
