CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.5886642, 0.8365, 0.61408687, 0.7909
0.5691254, 0.9998, 0.64449835, 0.6879333333333333
0.57189095, 0.9959166666666667, 0.6175798, 0.9927
0.58784753, 0.9999833333333333, 0.6173635, 0.9802333333333333
0.5877984, 0.8686166666666667, 0.59438217, 0.9984333333333333
0.5932727, 0.9998166666666667, 0.6149521, 0.9297166666666666
0.6243267, 0.77725, 0.59996, 0.9928
0.6118587, 0.66855, 0.6124574, 1.0
0.60878736, 0.99825, 0.5998148, 0.9981333333333333
0.6011944, 0.9731333333333333, 0.6026418, 0.9561833333333334
