CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.9254728, 0.6323666666666666, 0.93578726, 0.6673166666666667
0.9454652, 0.6628833333333334, 0.96536666, 0.6423
0.8827791, 0.7376833333333334, 0.93242973, 0.6682166666666667
0.865237, 0.6675, 0.9588518, 0.7386666666666667
0.9119138, 0.6678833333333334, 0.9686651, 0.6674166666666667
0.9164973, 0.6691, 0.94853073, 0.6698
0.93042004, 0.66795, 0.9464566, 0.6674166666666667
0.9144854, 0.6674166666666667, 0.9775499, 0.6640333333333334
0.9239858, 0.65665, 0.93665236, 0.6674166666666667
0.9251784, 0.6970833333333334, 0.91958773, 0.66565
