CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.7047606, 0.66725, 0.74576914, 0.6677166666666666
0.7345508, 0.6587666666666666, 0.80404097, 0.6677
0.7228414, 0.6658666666666667, 0.74565613, 0.6676833333333333
0.7389892, 0.6544, 0.7574476, 0.6676166666666666
0.7743901, 0.6663833333333333, 0.7760207, 0.6677166666666666
0.772954, 0.6665666666666666, 0.74798006, 0.6677166666666666
0.7317284, 0.6675666666666666, 0.83052987, 0.6677166666666666
0.7219896, 0.6637833333333333, 0.775178, 0.66765
0.7351733, 0.6676166666666666, 0.77782184, 0.6677166666666666
0.7368261, 0.66345, 0.73965204, 0.6677166666666666
