CVNN loss, CVNN acc, RVNN loss, RVNN acc
1.0731044, 0.5119666666666667, 1.0690311, 0.6204333333333333
1.0558823, 0.5877166666666667, 1.0677075, 0.5566833333333333
1.0543965, 0.5740166666666666, 1.0770642, 0.5201
1.055927, 0.5966166666666667, 1.0630914, 0.64315
1.0549072, 0.5814, 1.0782951, 0.5535
1.0510014, 0.6108166666666667, 1.0697069, 0.5894
1.0765213, 0.5159333333333334, 1.0707381, 0.6012
1.0525564, 0.5644166666666667, 1.0778357, 0.5067833333333334
1.0800248, 0.48588333333333333, 1.0819936, 0.49396666666666667
1.0530093, 0.6017333333333333, 1.0676365, 0.57865
