CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.59228736, 0.9994166666666666, 0.6511781, 0.99995
0.62077045, 0.9997666666666667, 0.5773323, 1.0
0.5611026, 0.9998833333333333, 0.6320943, 0.9999833333333333
0.6175352, 0.9996333333333334, 0.5857159, 1.0
0.58459413, 0.99985, 0.6081513, 1.0
0.60137683, 0.9996833333333334, 0.5848831, 1.0
0.61934865, 0.9987166666666667, 0.5924498, 1.0
0.5814339, 0.9999666666666667, 0.60934526, 1.0
0.57689905, 0.99995, 0.6221279, 0.9999333333333333
0.62099946, 0.9992333333333333, 0.57841843, 1.0
