CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.5168836, 0.9047833333333334, 0.52292806, 0.8597666666666667
0.5144947, 0.8677666666666667, 0.5201258, 0.8953333333333333
0.53109944, 0.8614833333333334, 0.5259916, 0.8992666666666667
0.5253047, 0.8752666666666666, 0.52265006, 0.8943
0.5324212, 0.8587666666666667, 0.5356735, 0.8192166666666667
0.5295663, 0.88905, 0.52145237, 0.84435
0.523045, 0.8237, 0.5323553, 0.8288333333333333
0.5298202, 0.8597333333333333, 0.5328952, 0.8792333333333333
0.52928406, 0.7772833333333333, 0.52330726, 0.8155666666666667
0.5383807, 0.8384166666666667, 0.5296311, 0.8451166666666666
