CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.5116079, 0.6000333333333333, 0.5110106, 0.6659166666666667
0.5096509, 0.6393333333333333, 0.50322336, 0.6171666666666666
0.5023733, 0.6872, 0.5032668, 0.7633333333333333
0.5052328, 0.6239666666666667, 0.51633817, 0.6336666666666667
0.50486255, 0.6821, 0.504121, 0.5821333333333333
0.50287235, 0.7354833333333334, 0.5075293, 0.6292666666666666
0.5066657, 0.60235, 0.5065228, 0.6071
0.50144243, 0.5907166666666667, 0.5038594, 0.6170333333333333
0.5104639, 0.72195, 0.503719, 0.6609666666666667
0.5025811, 0.6091333333333333, 0.5033259, 0.7219333333333333
