CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.89190364, 0.7484333333333333, 0.90541196, 0.6840333333333334
0.9259249, 0.7296166666666667, 0.9251681, 0.7060166666666666
0.94708353, 0.7211, 0.93312657, 0.69405
0.9241701, 0.7166833333333333, 0.9601372, 0.7078166666666666
0.87665194, 0.7299333333333333, 0.9196905, 0.7306833333333334
0.8836202, 0.7345, 0.9563859, 0.7157333333333333
0.88350534, 0.7200333333333333, 0.8830676, 0.71095
0.9274316, 0.7133833333333334, 0.9671467, 0.6969
0.91715395, 0.7311666666666666, 0.92252654, 0.7182833333333334
0.9428853, 0.7180333333333333, 0.910468, 0.73225
