CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.9292207, 0.77315, 0.93734163, 0.7265666666666667
0.9321347, 0.7339166666666667, 0.95174336, 0.7415833333333334
0.9083, 0.6850333333333334, 0.8856031, 0.7131166666666666
0.9158056, 0.7553333333333333, 0.9416527, 0.7492666666666666
0.9233108, 0.73265, 0.93433887, 0.7242666666666666
0.91385573, 0.6857333333333333, 0.93030393, 0.7407
0.90261567, 0.7715166666666666, 0.9081107, 0.73025
0.88498765, 0.7440166666666667, 0.92431384, 0.7579833333333333
0.9045771, 0.7603666666666666, 0.9034749, 0.7737833333333334
0.9343031, 0.7147666666666667, 0.9004103, 0.7653666666666666
